algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,r2_o,rmse_o,rpd_o,rpiq_o,train_r2,train_rmse,train_rpd,train_rpiq,train_r2_o,train_rmse_o,train_rpd_o,train_rpiq_o,execution_time,params
bsdrcnn_r_4200_3,lucas,4200,robust,dyn,0.05,0.751395595,1.463245392,2.007440972,0.683425021,0.751395595,38.19070435,2.007440972,0.683425105,0.901801646,0.906726885,3.222733116,1.139682984,0.901801646,23.66557083,3.222733212,1.139682984,197.8844931,50465
bsdrcnn_r_4200_3,lucas,4200,robust,dyn,0.15,0.81657728,1.261509609,2.338194847,0.795083797,0.816577291,32.92540092,2.338194895,0.795083857,0.904767382,0.883721602,3.256291723,1.130163538,0.90476737,23.06513443,3.256291533,1.130163538,591.6006779,50465
bsdrcnn_r_4200_3,lucas,4200,robust,dyn,0.25,0.838331908,1.173865318,2.503173828,0.853818774,0.838331893,30.63788557,2.503173649,0.853818819,0.898132354,0.935948044,3.219143212,1.096216232,0.898132339,24.42824411,3.219143152,1.096216232,984.6349901,50465
bsdrcnn_r_4200_3,lucas,4200,robust,dyn,0.35,0.859297454,1.104692817,2.666068077,0.919102252,0.859297454,28.83248138,2.666067839,0.919102311,0.925523221,0.799028397,3.664439917,1.24192977,0.925523221,20.85464096,3.664440155,1.241929889,1383.036175,50465
bsdrcnn_r_4200_3,lucas,4200,robust,dyn,0.45,0.864538431,1.072574854,2.717110634,0.925191522,0.864538431,27.99420357,2.717110634,0.925191581,0.933057904,0.769650459,3.865262032,1.329159975,0.933057904,20.08787727,3.865261793,1.329159856,1774.783311,50465
bsdrcnn_r_4200_3,lucas,4200,robust,dyn,0.55,0.870769739,1.058502793,2.781931162,0.948193133,0.870769739,27.62692261,2.7819314,0.948193252,0.920758128,0.831708014,3.552532196,1.22077179,0.920758128,21.70757866,3.552531958,1.22077179,2169.54769,50465
bsdrcnn_r_4200_3,lucas,4200,robust,dyn,0.65,0.874739408,1.042515159,2.825601101,0.959209263,0.874739408,27.20964241,2.825601101,0.959209263,0.931494653,0.750280499,3.820849895,1.312408328,0.931494653,19.58232117,3.820849657,1.312408328,2562.754421,50465
bsdrcnn_r_4200_3,lucas,4200,robust,dyn,0.75,0.885429263,0.992851198,2.95462966,0.976328254,0.885429263,25.91341591,2.954629898,0.976328194,0.910574138,0.878103793,3.344119072,1.156270623,0.910574138,22.91850853,3.344119072,1.156270742,2954.312539,50465
bsdrcnn_r_4200_3,lucas,4200,robust,dyn,0.85,0.905348957,0.963759065,3.250901461,1.11313808,0.905348957,25.15411186,3.250901461,1.11313796,0.926239729,0.787362039,3.682141304,1.250599146,0.926239729,20.55014992,3.682141304,1.250599146,3348.331765,50465
bsdrcnn_r_4200_3,lucas,4200,robust,dyn,0.95,0.922789454,0.864481688,3.600485563,1.307451844,0.922789454,22.56297302,3.600485325,1.307451844,0.928797245,0.780742347,3.747675896,1.271017432,0.928797245,20.37737465,3.747675896,1.271017551,3741.663991,50465
bsdrcnn_r,lucas,128,robust,dyn,0.05,0.841372079,1.167564619,2.518898821,0.859314746,0.841372061,30.47343674,2.518898654,0.859314787,0.997507,0.143608963,21.70012608,7.397881699,0.997507,3.748193789,21.70012646,7.397881699,53.22731862,38049
bsdrcnn_r,lucas,128,robust,dyn,0.15,0.887064373,0.987690985,2.978210402,1.017094564,0.887064368,25.77873497,2.978210258,1.0170946,0.984250343,0.361597005,8.142043543,2.756844378,0.984250349,9.437681675,8.142043447,2.756844378,110.7070102,38049
bsdrcnn_r,lucas,128,robust,dyn,0.25,0.901636219,0.920492899,3.190104675,1.093231487,0.901636231,24.02486496,3.190104675,1.093231535,0.971378875,0.495073009,5.923578072,1.990384531,0.971378875,12.92140522,5.923577976,1.990384531,123.0733929,38049
bsdrcnn_r,lucas,128,robust,dyn,0.35,0.903844595,0.907172,3.230926371,1.096550298,0.903844583,23.67718925,3.230926323,1.096550322,0.961851895,0.575096047,5.138804436,1.768588257,0.961851895,15.01000729,5.138804054,1.768588257,143.4736595,38049
bsdrcnn_r,lucas,128,robust,dyn,0.45,0.908441675,0.872302365,3.306592607,1.148584843,0.908441663,22.76709137,3.306592703,1.148584819,0.958419371,0.605814779,4.926945496,1.65587523,0.958419371,15.81176529,4.926945877,1.65587523,157.015098,38049
bsdrcnn_r,lucas,128,robust,dyn,0.55,0.911873269,0.870756292,3.370526838,1.15464108,0.911873245,22.72673912,3.370526934,1.15464108,0.955282962,0.619655788,4.75253849,1.617744017,0.955282962,16.1730154,4.752538395,1.617744017,179.9716468,38049
bsdrcnn_r,lucas,128,robust,dyn,0.65,0.91950736,0.823577452,3.534670544,1.20686748,0.91950736,21.49537086,3.534670544,1.20686748,0.954759812,0.626860583,4.707827091,1.605494475,0.954759812,16.36106148,4.707826996,1.605494475,203.9587277,38049
bsdrcnn_r,lucas,128,robust,dyn,0.75,0.924147069,0.812735093,3.646127367,1.251384044,0.924147069,21.21238518,3.646127653,1.251384091,0.953122008,0.638878715,4.620785046,1.574723077,0.953122008,16.67473564,4.620784855,1.574723077,230.725818,38049
bsdrcnn_r,lucas,128,robust,dyn,0.85,0.925406802,0.793225086,3.667254066,1.252156425,0.925406814,20.70317421,3.66725421,1.252156496,0.953717053,0.629764688,4.652895069,1.586143494,0.953717065,16.43685741,4.652895546,1.586143494,254.556655,38049
